Table: Total Primary Energy Consumption per Capita (Million Btu per Person);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009
Sierra Leone;;3.16999;3.1245;3.2849;3.03444;2.95731;3.15007;3.32297;3.48959;3.7106;3.61428;3.50481;3.5835;2.67197;2.28138;2.64518;3.13348;3.18309;3.30063;3.33034;3.3394;3.50611;3.37744;3.24115;3.18208;3.65436;3.5557;3.44346;3.63074;4.22397;3.86207
Somalia;;2.85749;3.30874;3.24381;3.07719;3.08778;2.92264;2.98968;2.14701;2.17964;2.26789;2.09497;1.29136;1.26929;1.25702;1.28168;1.25439;1.22128;1.18929;1.15273;1.11965;1.35184;1.30912;1.26436;1.23397;1.19006;1.16676;1.18626;1.30099;1.20611;1.3059
South Africa;;90.01358;94.60997;97.95619;95.77385;100.51491;99.15996;99.54561;98.5453;99.16623;90.92584;91.57378;93.54417;93.8347;89.7546;98.03061;97.3247;97.33224;105.10873;98.93038;100.23609;101.71239;101.95944;98.43576;104.70769;110.87701;107.87564;110.40663;114.16167;116.9884;111.48651
Sudan and South Sudan;;2.68154;2.77006;2.89701;2.70384;2.4264;2.65889;2.89506;2.76149;2.91289;2.7332;2.45724;3.28318;2.9583;2.46929;2.41165;2.20305;2.17451;2.16889;2.11505;2.23751;3.01248;3.72038;3.75003;4.05023;4.26759;4.47621;4.8633;4.60798;4.97286;5.27484
Swaziland;;16.50531;15.24123;14.24463;10.9431;12.39851;14.91762;13.85294;14.69842;14.79691;14.81339;13.89924;13.21462;12.71775;11.24359;14.66243;15.6149;14.10568;14.19923;15.0059;16.15274;16.10018;15.67377;19.74985;16.91189;16.8066;13.1529;13.7788;15.17401;15.12389;14.71895
Tanzania;;2.09103;2.27245;2.17207;1.95537;2.02187;1.99453;2.21427;1.9818;2.0348;2.03197;2.16154;1.91624;1.94051;1.92212;1.71244;1.64247;1.69065;1.54229;1.72061;1.77403;1.72645;1.98494;2.12683;2.10658;2.20822;2.40942;2.4343;2.80149;2.92123;3.05956
Togo;;3.65913;3.32002;3.1917;3.19613;3.63663;3.43243;2.80964;2.59782;2.61477;2.88763;2.77393;4.37248;3.09233;2.62587;2.827;2.92521;2.68783;2.44766;2.5991;3.58408;4.38927;3.09352;3.89855;5.90989;6.08962;5.86954;5.9374;6.22035;6.86678;7.13035
Tunisia;;19.88358;21.35503;19.93712;22.33268;23.25331;23.16427;23.9322;21.79758;22.67994;25.28963;24.59557;23.61274;22.36357;22.95736;26.87998;23.64581;25.35518;28.99501;30.69781;30.59231;31.45781;34.767;34.62677;33.48744;33.43345;35.54258;32.75455;31.05073;35.04981;29.30027
Uganda;;1.28416;0.89229;0.99085;0.91497;0.97024;0.98884;1.02075;0.8823;1.09526;1.05706;1.11198;1.1561;1.24083;1.14001;1.20888;1.19486;1.19572;1.23863;1.2967;1.25908;1.37007;1.4179;1.43306;1.49097;1.49048;1.47742;1.30862;1.40936;1.38694;1.40082
Western Sahara;;19.00148;16.88847;17.07571;15.42101;15.34829;15.05072;14.51297;14.40345;14.03142;13.54301;13.63179;13.12601;12.78577;11.53188;11.55481;11.87803;11.25707;10.73998;10.23119;9.75886;10.71622;10.39903;9.95473;9.53891;9.09925;9.92628;8.47576;8.58844;7.91067;8.88867
Zambia;;23.49506;23.00097;22.75913;21.38698;20.22198;19.39079;18.67303;16.71445;16.51111;13.54088;14.19005;13.30257;13.50371;12.08794;11.41233;11.2383;10.53768;11.2282;10.42248;9.85941;9.59294;9.85037;9.89187;10.07328;10.03128;10.36958;10.57232;10.24528;10.02298;10.14
Zimbabwe;;21.64213;20.96932;19.00059;20.6936;18.80816;17.99967;20.75273;21.37716;21.11371;20.50739;21.63437;22.19805;21.2119;18.86572;18.04281;17.82029;18.11175;17.43154;17.21668;19.39937;17.94816;16.80363;16.84001;16.74291;15.00307;16.66609;15.20481;14.99032;14.46639;14.27516
Asia & Oceania;;19.75316;19.70023;19.62406;19.93073;21.25933;21.81236;22.31164;23.00608;24.22359;24.64928;25.16953;25.8502;26.33441;26.49703;28.80091;29.7386;30.12059;31.18638;30.521;30.95775;31.15984;31.74723;33.27658;35.47451;39.33693;41.08449;42.72489;44.0812;46.15226;47.31486
Afghanistan;;1.79363;2.22002;2.57108;3.11358;3.06829;2.95677;3.03855;4.87906;8.5245;8.2266;8.10764;3.53927;2.17634;1.85275;1.71288;1.3794;1.33172;1.23637;1.16466;1.1383;1.08244;0.80303;0.79099;0.66791;0.64469;0.66499;0.73552;0.78736;0.82092;0.80318
American Samoa;;182.83053;205.98303;277.1855;168.36877;187.45282;168.68998;167.57688;163.85648;154.87237;171.07113;171.07007;166.24465;165.54325;155.11829;152.26234;146.51427;145.71392;143.48155;141.05448;138.81846;135.65562;133.78104;133.9649;132.04954;129.27339;135.63203;136.14661;143.98473;132.07625;129.91433
Australia;;187.65985;189.26865;190.88352;192.76188;208.43422;207.96262;204.29278;212.81519;208.47542;216.92646;218.98243;215.58534;218.8178;222.31718;220.48663;224.5306;231.58216;247.08725;246.04269;255.03404;253.66085;259.29287;259.63623;258.76965;264.34224;267.81832;266.12305;267.22529;267.62951;262.88462
Bangladesh;;1.45529;1.47992;1.56209;1.42496;1.66542;1.69381;1.80177;1.94795;2.11734;2.28206;2.25837;2.25847;2.47497;2.54015;2.84082;3.14358;3.15166;3.21219;3.28305;3.58313;3.8127;4.10894;4.26683;4.55746;4.73373;4.91856;5.25498;5.39118;5.79019;6.16669
Bhutan;;0.3296;0.97423;1.20256;1.06756;0.93629;1.17763;5.07515;17.09126;20.81832;20.47954;21.19643;21.18169;22.4175;22.94013;25.78689;27.88768;30.96963;30.5676;29.11336;28.88495;28.47551;30.70523;33.61688;36.36553;33.21658;35.84675;53.68098;75.61851;79.3321;75.44142
Brunei;;442.81942;441.73914;467.71128;355.60695;304.62592;352.21451;226.66529;352.98123;298.61742;336.64711;277.82432;149.24576;206.60733;178.14267;179.39014;215.00731;195.30847;203.19829;179.63182;197.15426;199.5228;219.77648;249.30961;259.40647;283.43434;319.92372;479.74589;485.3054;495.66563;324.36669
Burma (Myanmar);;2.08488;2.10843;2.29123;2.57531;2.74481;2.81912;2.3698;2.30764;2.15636;2.22934;2.11666;2.05004;2.10942;2.12521;2.56145;2.67139;2.66174;2.80182;3.00746;2.9936;3.28921;3.17352;3.66312;3.9426;4.22217;5.41932;4.97419;5.32587;5.25388;4.82812
Cambodia;;0.65989;0.67761;0.73125;0.74605;0.79781;0.79802;0.80649;0.7887;0.79301;0.76806;0.74976;0.74385;0.73331;0.70007;0.69552;1.88385;2.03646;2.33816;2.68018;2.6845;2.76048;3.1729;3.36091;3.60844;3.97119;4.15998;4.50717;4.7924;4.93921;4.85519
China;;17.55539;17.24377;17.7126;18.48548;19.61478;20.79929;21.6258;22.63741;23.76413;23.8412;23.51048;24.19872;24.85366;25.22161;28.33538;28.57407;28.95514;30.48765;29.69062;29.07419;28.76773;30.22787;34.36914;39.83129;48.73665;52.58801;55.88756;58.97403;64.28904;68.19164
Cook Islands;;23.1538;47.43285;47.19849;47.4584;46.77901;47.33322;42.99191;42.93109;42.24243;36.82551;36.33901;29.92617;35.93066;36.07202;36.34964;36.46429;36.72318;37.45753;38.51559;39.70831;49.11015;51.06797;53.01563;54.99483;62.97833;72.02382;78.37635;75.7454;82.32901;178.33267
Fiji;;24.08983;24.37544;23.45997;19.65104;21.17899;20.94704;24.76489;20.48051;20.61786;23.43019;25.62047;21.7033;22.04916;20.76897;23.76103;25.09351;25.62699;25.29593;24.34326;26.5631;30.24019;32.39281;36.96161;44.32018;48.07515;46.90144;48.53609;47.88855;50.87982;54.55702
French Polynesia;;20.68312;29.59804;38.91133;50.91563;74.65268;63.66862;77.25844;76.61225;75.07772;73.23461;68.15387;65.83345;62.80911;57.31949;48.65634;50.35195;49.61697;48.72201;48.56981;45.02593;43.02528;41.98878;43.64829;51.87268;51.24164;54.59956;58.55496;57.71741;61.94475;59.2435
Guam;;498.61981;682.41943;530.67033;486.15007;162.74212;77.96709;127.25094;86.31842;88.30843;81.77554;193.39441;212.96317;246.63949;322.41569;464.06625;349.43002;308.21164;348.31669;281.82449;308.04264;252.90137;267.22013;178.94393;202.30943;158.33304;174.26861;178.74858;158.5765;135.56634;129.09042
Hawaiian Trade Zone;;NA;NA;NA;NA;NA;NA;NA;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
Hong Kong;;53.80133;54.70603;59.07215;64.13854;65.49069;67.84076;70.97222;78.812;87.7779;90.84878;89.05271;86.04862;95.41291;95.42366;97.7676;100.98138;106.39437;106.2761;111.52376;131.00596;120.99217;127.73746;136.86975;140.71958;155.6035;161.63482;158.84822;162.83501;155.57135;155.73218
India;;5.90005;6.61804;6.63968;6.85306;7.59928;7.78575;8.20383;8.15667;8.73895;9.07485;9.40053;9.80861;10.17146;9.85773;11.01757;12.42973;11.77502;12.18629;12.51526;13.12941;13.37762;13.61979;13.22051;13.45752;14.32104;14.99818;15.94742;16.76634;17.52823;18.74733
Indonesia;;7.71941;8.25301;8.3019;8.63262;8.92941;9.20523;9.73111;9.95741;10.48696;11.66817;12.64629;13.64569;13.96327;14.44371;15.87203;16.31682;17.47468;17.66792;16.86507;18.29772;18.03235;17.89944;18.6256;18.76759;19.29691;20.27803;22.19893;23.69352;24.49227;25.18963
Japan;;130.10871;128.52703;123.01143;119.83792;130.34206;129.93767;129.3052;132.6851;140.37575;144.18064;151.86774;155.811;155.58701;156.62893;162.60509;167.01471;169.52731;173.35185;169.94699;173.39908;176.794;174.78664;173.8187;173.67465;178.50295;177.63937;179.23577;177.15572;171.75697;162.08644
Kiribati;;5.83982;6.80982;6.67217;6.58888;4.77538;4.7071;4.14463;4.69423;4.55041;4.43683;4.31852;5.06044;4.17037;4.11154;4.07207;4.02254;3.94156;3.86334;3.77643;3.69415;4.11765;4.05097;5.0855;5.00403;4.89911;5.78977;5.6977;6.01235;5.47911;6.46341
Korea, North;;77.57184;79.04309;81.55971;83.90969;85.03113;87.87532;86.26374;81.95822;99.1937;79.98016;76.53484;73.43824;63.57732;57.69995;53.70578;49.5158;42.47472;39.04482;35.83074;39.0262;40.41739;41.01852;39.17826;40.12962;40.7566;42.02381;41.96107;35.81644;39.22896;37.08595
Korea, South;;46.12223;47.05878;46.60416;50.36694;52.8339;56.50932;62.47634;67.6641;74.30358;80.00935;89.60582;100.21461;110.19004;121.69256;130.50714;141.03282;148.36046;159.96459;149.57325;160.73302;167.30872;171.63657;176.98419;181.5733;186.20653;192.22406;194.07344;201.15171;204.35515;205.29909
Laos;;3.98209;3.38409;3.39743;3.08324;2.69803;2.56765;2.57489;1.98948;1.81815;2.21895;2.41568;2.46933;2.43964;2.20295;2.34979;2.69747;3.40772;3.76741;4.78939;5.39956;6.55006;6.83541;6.68883;6.34306;6.3663;6.57253;6.64094;6.73637;7.08468;6.89394
Macau;;27.2782;25.11797;25.804;34.51733;36.35773;29.18283;39.74445;42.83903;41.38331;43.20463;43.02212;41.77294;41.82328;42.03095;47.13092;46.81251;50.91799;51.32959;54.59172;57.12358;51.20354;54.48327;58.91771;60.47027;71.34274;60.27766;70.52471;71.80805;75.94149;75.16443
Malaysia;;31.084;31.62797;31.83722;34.83997;40.39741;44.68351;46.54145;45.46576;46.8856;49.60143;54.78547;59.14743;60.28184;60.28529;71.95541;72.25536;78.67949;78.01994;76.82884;77.28368;85.38215;88.20794;89.58318;91.1499;88.73806;88.16293;89.47964;86.43077;95.49245;96.81148
Maldives;;1.39334;1.31641;1.27857;1.25264;4.79948;5.09879;6.19115;5.94651;6.13897;5.91548;6.29821;6.00405;5.90909;6.91941;13.48638;18.52311;18.12116;15.69242;16.62686;16.03955;22.1047;23.31287;41.90431;46.14163;31.43158;24.46954;32.62317;35.04498;34.03024;32.02736
Mongolia;;50.02196;44.31759;51.46509;51.54686;50.76519;54.51878;56.64213;58.04671;58.52897;53.51698;49.16013;56.8947;48.19287;42.57278;39.48825;40.87744;30.35161;24.4585;24.0995;23.46178;23.69956;24.09778;25.34;22.72705;20.54317;25.04245;28.24068;28.84856;30.12633;30.90994
Nauru;;246.1738;243.88691;239.49475;235.05585;238.20387;230.71504;226.14763;221.1447;215.81461;211.8659;216.4066;212.44344;212.65288;212.71488;213.27891;217.61919;216.82591;216.5827;216.21023;216.45109;216.32053;216.27714;224.49106;224.2649;226.26771;230.3426;236.47075;252.33132;252.13116;275.55063
Nepal;;0.56362;0.50632;0.6334;0.69372;0.78689;0.66495;0.81843;0.9456;0.92409;0.90553;0.9486;1.12521;1.17469;1.10151;1.27362;1.38734;1.52007;1.59846;2.09193;2.34217;2.3392;2.45198;2.27019;2.34211;2.36257;2.56012;2.46516;2.50912;2.49926;2.71702
New Caledonia;;197.64267;186.06252;143.90791;121.59484;144.04388;148.39144;143.50963;137.5001;147.32121;158.36541;147.38275;147.00965;147.55021;140.96121;138.65664;137.8812;139.54316;127.1735;127.91022;128.07529;140.82632;135.65809;147.04144;148.58746;155.57499;151.15143;172.05778;177.31835;175.76964;169.03524
New Zealand;;157.06688;154.83726;156.44876;162.29082;170.91929;173.1799;186.77376;187.68327;200.74922;199.77726;206.9607;205.4586;200.98656;204.8339;214.7837;212.5007;207.27686;210.42441;205.09587;213.30385;218.41504;215.63752;218.98949;213.20971;214.31462;209.21866;206.96351;204.40934;202.64886;201.73313
Niue;;21.5;21.5;21.5;21.5;21.5;21.5;21.78678;21.78678;21.72725;21.78678;21.78678;21.78678;21.72725;21.71837;21.78678;21.78678;21.72725;21.78678;21.78678;21.78678;21.72725;20.55356;20.45707;20.26677;20.06286;26.15317;30.17674;32.40741;22.05291;35.259
Pakistan;;7.40921;7.53045;8.31005;8.17608;8.24692;8.54655;8.86284;9.26924;9.62667;9.82881;9.90254;10.21437;10.48303;10.64359;11.72576;11.78452;12.10102;11.96146;11.99607;12.22519;12.1742;11.54102;11.38198;11.77535;11.96517;12.77815;13.9127;14.22436;13.95557;13.87239
Papua New Guinea;;10.1971;9.91481;9.64917;9.68906;10.6453;10.88207;10.822;11.48693;10.53776;10.53371;10.39653;10.04925;10.28042;10.02986;9.46979;10.73369;10.86035;9.99871;9.79478;9.65202;9.46911;9.27247;11.99687;13.35989;12.89576;12.79919;13.0173;12.84374;14.43606;14.90285
Philippines;;10.86123;10.27255;10.0968;9.54079;8.93744;8.42016;8.31576;9.08862;9.51112;10.37459;10.37403;10.11886;10.51805;10.61391;11.8338;12.41681;12.87452;13.31589;13.34746;13.92707;13.95726;13.47613;13.47049;13.55167;13.63235;13.37972;13.00274;12.46165;12.45742;12.24804
Samoa;;9.10902;9.55245;10.63513;10.64522;13.83035;11.23325;11.45583;11.30627;11.23864;11.90992;12.39019;12.3294;12.78263;12.67583;12.0838;12.82586;12.93385;13.00908;13.1877;13.37717;13.26346;13.95788;15.07428;14.50704;14.51639;15.12284;14.77105;14.92873;14.87695;13.64868
Singapore;;182.98486;182.52957;184.91402;181.22371;187.28674;181.11347;208.04111;226.82131;235.78067;247.79027;263.39999;271.74047;299.60869;288.95687;340.60246;334.53174;368.07606;381.55158;384.1424;374.43608;377.09933;391.18185;379.58475;393.49051;435.02271;459.84864;463.28938;488.66234;551.96714;485.24861
Solomon Islands;;6.3527;8.72089;7.63788;8.18494;7.95424;6.71596;6.51709;7.28416;7.73835;7.78941;7.68021;7.4407;7.06402;6.32228;6.41925;6.45952;6.25152;6.08604;5.91155;5.74509;5.77419;5.63191;5.67367;5.52381;5.53241;5.93547;5.36432;5.82041;5.50922;7.74223
Sri Lanka;;5.86463;5.83348;5.93947;5.73699;6.70496;5.92152;5.99591;6.19685;5.86508;5.57016;6.08302;5.9966;6.03393;6.60594;7.47024;7.93208;7.81754;8.55184;8.80289;9.34777;9.74364;9.4905;9.49692;9.98112;9.81296;10.70452;10.44823;10.62479;10.51385;10.31442
Taiwan;;62.57435;58.88211;57.84976;64.90608;73.99849;75.31705;79.56948;84.19149;89.98798;94.84245;99.98094;101.58269;106.03672;101.51368;122.27348;133.12745;141.35122;146.75659;154.15082;161.1426;171.67873;172.66657;182.18312;188.97223;194.46755;195.34611;200.42148;201.73557;198.77413;195.49074
Thailand;;10.7997;11.3586;10.89606;11.42317;12.4768;13.67031;13.85774;14.98453;16.90778;19.71938;22.72789;24.50466;25.8783;27.44639;32.1323;35.96459;41.21304;43.02729;39.99897;40.80746;41.55393;43.11671;46.59753;50.6296;53.89102;56.75493;57.12716;58.89394;60.0548;59.97475
Timor-Leste (East Timor);;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.2989;2.45083;2.3931;2.38438;4.25346;4.321;4.29508
Tonga;;4.75039;6.93044;6.4316;6.86617;6.86886;7.10215;7.08255;10.36938;12.36659;13.42795;13.52504;15.55757;15.32928;15.02761;17.51525;17.37992;18.98646;19.25266;18.49532;18.1939;18.25526;17.05028;14.97602;14.6987;15.53544;18.47989;21.4334;21.54988;21.24753;17.49855
U.S. Pacific Islands;;15.85944;15.27669;14.76117;14.25982;13.03666;12.32561;12.70245;12.13144;15.17695;21.2652;20.49834;19.85012;19.3834;18.04698;19.18393;19.40338;19.39451;18.7257;18.41114;17.91855;17.60536;17.40919;16.86422;16.62559;16.28079;16.75192;17.71034;18.08916;20.53939;18.04304
Vanuatu;;14.73572;12.50644;12.19;11.50066;11.78329;12.38774;12.09585;11.2234;12.90979;11.21059;11.47355;8.80561;5.67952;5.29374;5.44488;5.331;5.20911;5.12107;5.02396;4.93192;6.21196;6.12227;6.47034;6.36488;6.43419;6.7745;6.48087;7.4186;6.6185;9.68126
Vietnam;;3.19012;3.08748;3.26929;3.24194;3.27562;3.56912;3.11691;3.50219;3.12204;3.68381;3.93456;4.09166;4.16905;4.67242;5.05796;6.46682;7.5669;7.67441;7.92812;8.74449;9.2965;10.13774;11.0989;11.88591;13.51603;14.20208;15.17701;16.05965;18.56038;19.18231
Wake Island;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
World;;63.56176;61.93186;60.77261;60.53872;62.7329;63.40392;63.89052;64.76109;66.10652;66.11759;65.61647;64.7855;63.7611;62.0422;63.50676;63.95313;64.49852;64.65447;63.95888;64.31929;64.86968;64.53053;65.4346;67.01564;69.80463;70.90127;71.53462;72.2311;73.24817;71.26377
